model_name,accuracy,loss,val_accuracy,val_loss,epoch,batch_size,featurewise_center,samplewise_center,featurewise_std_normalization,samplewise_std_normalization,zca_whitening,zca_epsilon,rotation_range,width_shift_range,height_shift_range,shear_range,zoom_range,channel_shift_range,fill_mode,cval,horizontal_flip,vertical_flip,rescale,preprocessing_function,dtype,interpolation_order,data_format,channel_axis,row_axis,col_axis,_validation_split,mean,std,zca_whitening_matrix,brightness_range
VGG16max2d,0.7816430330276489,0.5409135818481445,0.7967914342880249,0.49259552359580994,1,64,False,True,False,True,False,"0,000001",5,0.1,0.1,0.1,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
VGG16max2d,0.8043885231018066,0.48196667432785034,0.8042780756950378,0.46277281641960144,3,64,False,True,False,True,False,"0,000001",5,0.1,0.1,0.1,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
VGG16max2d,0.8158950805664062,0.45699653029441833,0.8106951713562012,0.4857315421104431,4,64,False,True,False,True,False,"0,000001",5,0.1,0.1,0.1,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
VGG16max2d,0.8177682757377625,0.42468300461769104,0.8149732351303101,0.45827287435531616,6,64,False,True,False,True,False,"0,000001",5,0.1,0.1,0.1,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
VGG16max2d,0.844795286655426,0.38591504096984863,0.822459876537323,0.44478708505630493,8,64,False,True,False,True,False,"0,000001",5,0.1,0.1,0.1,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
VGG16max2d,0.876371443271637,0.31209614872932434,0.8235294222831726,0.4594455063343048,15,64,False,True,False,True,False,"0,000001",5,0.1,0.1,0.1,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
VGG16max2d,0.881990909576416,0.28354325890541077,0.825668454170227,0.47776079177856445,26,64,False,True,False,True,False,"0,000001",5,0.1,0.1,0.1,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
VGG16meta,0.8389081954956055,0.3849155604839325,0.8149732351303101,0.4545428156852722,0,64,False,False,False,False,False,"0,000001",5,0.1,0.1,0.1,"[0.9, 1.1]",0.0,nearest,0.0,True,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
VGG16meta,0.8407813906669617,0.37956273555755615,0.8203208446502686,0.4298231601715088,4,64,False,False,False,False,False,"0,000001",5,0.1,0.1,0.1,"[0.9, 1.1]",0.0,nearest,0.0,True,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
VGG16meta,0.8501471877098083,0.36125868558883667,0.8213903903961182,0.43045154213905334,12,64,False,False,False,False,False,"0,000001",5,0.1,0.1,0.1,"[0.9, 1.1]",0.0,nearest,0.0,True,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
VGG16meta,0.8514851331710815,0.3618122935295105,0.8267379403114319,0.41631364822387695,13,64,False,False,False,False,False,"0,000001",5,0.1,0.1,0.1,"[0.9, 1.1]",0.0,nearest,0.0,True,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
VGG16meta3L,0.8439925312995911,0.3836931586265564,0.8181818127632141,0.4527072608470917,0,64,False,False,False,False,False,"0,000001",5,0.1,0.1,0.1,"[0.9, 1.1]",0.0,nearest,0.0,True,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
VGG16meta3L,0.8402462005615234,0.38551342487335205,0.8245989084243774,0.42854341864585876,2,64,False,False,False,False,False,"0,000001",5,0.1,0.1,0.1,"[0.9, 1.1]",0.0,nearest,0.0,True,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
VGG16meta3L,0.8554990887641907,0.352079302072525,0.8288770318031311,0.4373168349266052,30,64,False,False,False,False,False,"0,000001",5,0.1,0.1,0.1,"[0.9, 1.1]",0.0,nearest,0.0,True,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
VGG16meta3L,0.6890553832054138,14.905801773071289,0.7048128247261047,11.479751586914062,0,64,False,False,False,False,False,"0,000001",5,0.1,0.1,0.1,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
VGG16meta3L,0.7083221673965454,9.063254356384277,0.7251337170600891,7.998617649078369,1,64,False,False,False,False,False,"0,000001",5,0.1,0.1,0.1,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
Inception,0.5640888214111328,3.9718523025512695,0.7208555936813354,0.656822681427002,0,64,False,True,False,True,False,"0,000001",5,0.1,0.1,0.1,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
Inception,0.7080546021461487,0.663417637348175,0.7326202988624573,0.5777572989463806,2,64,False,True,False,True,False,"0,000001",5,0.1,0.1,0.1,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
Inception,0.7393631339073181,0.6382769346237183,0.7796791195869446,0.5784327387809753,4,64,False,True,False,True,False,"0,000001",5,0.1,0.1,0.1,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
Inception,0.7765587568283081,0.5626744031906128,0.7946524024009705,0.5230565667152405,5,64,False,True,False,True,False,"0,000001",5,0.1,0.1,0.1,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
Inception,0.4602622389793396,1.3661452531814575,0.4791443943977356,1.0556378364562988,0,42,False,True,False,True,False,"0,000001",2,0.1,0.1,0.0,"[0.9, 1.1]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
Inception,0.4599946439266205,1.453776478767395,0.4791443943977356,1.0606364011764526,0,42,False,True,False,True,False,"0,000001",2,0.1,0.1,0.0,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
Inception,0.4666845202445984,1.1491585969924927,0.3187165856361389,1.0900083780288696,0,42,False,True,False,True,False,"0,000001",2,0.1,0.1,0.0,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
Inception,0.5921862721443176,0.8758623003959656,0.6021390557289124,0.8278177976608276,1,42,False,True,False,True,False,"0,000001",2,0.1,0.1,0.0,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
Inception,0.6665774583816528,0.7465699911117554,0.6737967729568481,0.7628043293952942,2,42,False,True,False,True,False,"0,000001",2,0.1,0.1,0.0,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
Inception,0.6903933882713318,0.6785649061203003,0.7315508127212524,0.6332735419273376,3,42,False,True,False,True,False,"0,000001",2,0.1,0.1,0.0,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
Inception,0.7273213863372803,0.6368316411972046,0.7454545497894287,0.6247974038124084,7,42,False,True,False,True,False,"0,000001",2,0.1,0.1,0.0,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
Inception,0.7420390844345093,0.5994077920913696,0.7582887411117554,0.6092212796211243,8,42,False,True,False,True,False,"0,000001",2,0.1,0.1,0.0,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
Inception,0.5726518630981445,2.101733684539795,0.26310160756111145,1671940375,0,42,False,True,False,True,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
Inception,0.6756756901741028,0.9023749828338623,0.2877005338668823,7.045321941375732,1,42,False,True,False,True,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
Inception,0.7075194120407104,0.6771020889282227,0.6812834143638611,0.7316552400588989,2,42,False,True,False,True,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
Inception,0.7479261159896851,0.5807248950004578,0.7272727489471436,0.6242955923080444,3,42,False,True,False,True,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
Inception,0.8145571351051331,0.4570329487323761,0.7689839601516724,0.6810743808746338,8,42,False,True,False,True,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
Inception,0.8509499430656433,0.3739696443080902,0.8160427808761597,0.4725499451160431,11,42,False,True,False,True,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
Inception,0.8635268807411194,0.3469046950340271,0.8171123266220093,0.43488892912864685,12,42,False,True,False,True,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
Inception,0.8629916906356812,0.33974745869636536,0.8320855498313904,0.3986857831478119,13,42,False,True,False,True,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
DenseNet121,0.5881723165512085,1.9224345684051514,0.4545454680919647,18.713111877441406,0,42,False,False,False,False,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
DenseNet121,0.7744179964065552,0.5351212620735168,0.726203203201294,0.822918713092804,2,42,False,False,False,False,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
DenseNet121,0.7979663014411926,0.49046242237091064,0.7529411911964417,0.5385527610778809,4,42,False,False,False,False,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
DenseNet121,0.8145571351051331,0.45728105306625366,0.7903743386268616,1.0320136547088623,8,42,False,False,False,False,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
DenseNet121,0.8204442262649536,0.43122929334640503,0.8171123266220093,0.43684762716293335,11,42,False,False,False,False,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
DenseNet121,0.8394433856010437,0.38006722927093506,0.8245989084243774,0.4181798994541168,12,42,False,False,False,False,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
DenseNet121,0.8648648858070374,0.334676593542099,0.8267379403114319,0.3966943323612213,15,42,False,False,False,False,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
DenseNet121,0.8744982481002808,0.3055368959903717,0.8310160636901855,0.3913474678993225,18,42,False,False,False,False,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
DenseNet121,0.9138346314430237,0.21884620189666748,0.8320855498313904,0.44121259450912476,24,42,False,False,False,False,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
DenseNet121,0.919989287853241,0.21562077105045319,0.83315509557724,0.46318554878234863,26,42,False,False,False,False,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
DenseNet121,0.5298367738723755,2.4607529640197754,0.47700533270835876,201551.765625,0,42,False,True,False,True,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
DenseNet121,0.6837034821510315,0.6619729399681091,0.6342245936393738,3.3826353549957275,2,42,False,True,False,True,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
DenseNet121,0.7104629278182983,0.6178796887397766,0.6951871514320374,0.7735012173652649,3,42,False,True,False,True,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
DenseNet121,0.7270537614822388,0.5882404446601868,0.729411780834198,0.5611380934715271,5,42,False,True,False,True,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
DenseNet121,0.7522076368331909,0.5535915493965149,0.7529411911964417,0.5535648465156555,6,42,False,True,False,True,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
DenseNet121,0.7634466290473938,0.5522855520248413,0.7550802230834961,0.5758488178253174,7,42,False,True,False,True,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
DenseNet121,0.7843189835548401,0.520806074142456,0.7614973187446594,0.5336088538169861,10,42,False,True,False,True,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
DenseNet121,0.8169654607772827,0.4599567949771881,0.8032085299491882,0.4697430729866028,11,42,False,True,False,True,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
DenseNet121,0.8215146064758301,0.4325338900089264,0.8128342032432556,0.44015029072761536,13,42,False,True,False,True,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
DenseNet121,0.62563556432724,1.465444564819336,0.3732620179653168,641.0567626953125,0,42,False,True,False,True,False,"0,000001",3,0.1,0.1,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
VGG16,0.5009365677833557,1.3823280334472656,0.6363636255264282,0.8435749411582947,0,42,False,True,False,True,False,"0,000001",2,0.1,0.1,0.0,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
VGG16,0.45330479741096497,4.075637340545654,0.4791443943977356,1.0540621280670166,0,42,False,False,False,False,False,"0,000001",2,0.1,0.1,0.0,"[0.9, 1.1]",0.0,nearest,0.0,False,False,,,float32,1,channels_last,3,1,2,0.0,,,,
,0.6451699137687683,7.951516151428223,0.6737967729568481,0.8315770626068115,0,50,False,True,False,True,False,"0,000001",5,0.1,0.1,0,"[0.9, 1.1]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
,0.6499866247177124,6.0450310707092285,0.8053476214408875,0.5785679221153259,0,50,False,False,False,False,False,"0,000001",3,0.1,0.1,0.2,"[0.9, 1.1]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
,0.786459743976593,0.5140419006347656,0.8106951713562012,0.4707205891609192,3,50,False,False,False,False,False,"0,000001",3,0.1,0.1,0.2,"[0.9, 1.1]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
,0.808937668800354,0.4517309367656708,0.8139037489891052,0.4325847029685974,4,50,False,False,False,False,False,"0,000001",3,0.1,0.1,0.2,"[0.9, 1.1]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
,0.8196414113044739,0.4332391023635864,0.8342245817184448,0.4266897737979889,5,50,False,False,False,False,False,"0,000001",3,0.1,0.1,0.2,"[0.9, 1.1]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
,0.8621889352798462,0.3416954576969147,0.8363636136054993,0.4211561381816864,11,50,False,False,False,False,False,"0,000001",3,0.1,0.1,0.2,"[0.9, 1.1]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
,0.8702167272567749,0.3191235661506653,0.8385026454925537,0.4181915819644928,12,50,False,False,False,False,False,"0,000001",3,0.1,0.1,0.2,"[0.9, 1.1]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
,0.8771741986274719,0.3013271987438202,0.8406417369842529,0.4202849268913269,15,50,False,False,False,False,False,"0,000001",3,0.1,0.1,0.2,"[0.9, 1.1]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
,0.6073394417762756,2.2988858222961426,0.7475035786628723,0.6084804534912109,0,42,False,False,False,False,False,"0,000001",3,0.2,0.2,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
,0.7293577790260315,0.6387519836425781,0.7546362280845642,0.5848941206932068,1,42,False,False,False,False,False,"0,000001",3,0.2,0.2,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
,0.7535167932510376,0.5802505016326904,0.773181140422821,0.5130396485328674,2,42,False,False,False,False,False,"0,000001",3,0.2,0.2,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
,0.781345546245575,0.5399050712585449,0.7746077179908752,0.5036748051643372,3,42,False,False,False,False,False,"0,000001",3,0.2,0.2,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
,0.7782874703407288,0.5389401912689209,0.7860199809074402,0.5397170186042786,4,42,False,False,False,False,False,"0,000001",3,0.2,0.2,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
,0.7978593111038208,0.4971919357776642,0.8009985685348511,0.5006313920021057,5,42,False,False,False,False,False,"0,000001",3,0.2,0.2,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
,0.8131498694419861,0.4696943163871765,0.8024250864982605,0.5083636045455933,10,42,False,False,False,False,False,"0,000001",3,0.2,0.2,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
,0.8214067220687866,0.4331130385398865,0.804564893245697,0.4643495976924896,11,42,False,False,False,False,False,"0,000001",3,0.2,0.2,0.2,"[1.0, 1.0]",0.0,nearest,0.0,False,False,0.00392156862745098,,float32,1,channels_last,3,1,2,0.0,,,,
